,participant_code,player.inner_name,profit_nongamified,profit_gamified,accuracy_pred_zero_mean,prediction_accuracy_mean,player.knowledge,overconfidence,player.age,player.payoff,player.gender,player.course_financial,player.trading_experience,player.online_trading_experience,player.sr_prefs,player.sr_better_decs,player.sr_better_have_option,player.sr_notifications,player.sr_badges,player.sr_confetti
910,azksu4qm,s4,185.0,150.0,0.5,0.5833333333333334,8.0,-0.19999999999999996,25.0,12.0,Male,1.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,1.0,,
913,b10cebxh,s2,210.0,212.5,0.5,0.6666666666666666,4.0,-0.2666666666666666,30.0,8.0,Female,0.0,1.0,1.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
916,b2b8iy25,s1,200.0,215.0,0.625,0.75,6.0,-0.15000000000000002,20.0,9.0,Female,1.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
920,b2lyx61m,s2,,155.0,0.5,0.75,6.0,0.43333333333333335,37.0,2.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
922,b6hi0868,s2,85.0,170.0,0.8333333333333334,0.5833333333333334,10.0,0.5,23.0,6.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
925,b716vsu8,s2,160.0,182.5,0.0,1.0,4.0,-0.35,61.0,9.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
928,b83chy81,s3,170.0,220.0,0.0,0.6666666666666666,5.0,-0.33333333333333337,22.0,10.0,Male,1.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,2.0,1.0,2.0
931,b85f8qco,s4,217.5,165.0,0.375,0.75,3.0,-0.5333333333333334,50.0,10.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,5.0,,
935,b9pmn40c,s2,210.0,195.0,0.25,0.5625,3.0,-0.7,63.0,12.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
939,b9znm38f,s1,165.0,162.5,0.6666666666666666,0.8333333333333334,5.0,-0.08333333333333337,52.0,7.0,Female,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,5.0,4.0
942,bbaommrg,s3,217.5,230.0,0.0,0.5,7.0,-0.30000000000000004,21.0,12.0,Male,1.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,3.0,1.0,1.0
945,bbxs02f3,s1,190.0,212.5,0.3333333333333333,0.75,6.0,-0.2333333333333334,49.0,10.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
949,bcynkbnp,s1,112.5,115.0,0.5,0.75,9.0,-0.016666666666666607,71.0,11.0,Female,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,4.0,2.0
953,bdligbw2,s2,182.5,225.0,0.375,0.625,7.0,-0.13333333333333341,25.0,10.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
957,bggnaeht,s3,205.0,235.0,0.5,0.5,7.0,-0.050000000000000044,54.0,9.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,3.0,4.0
959,bll1fx3g,s4,175.0,185.0,0.5,0.75,8.0,0.46666666666666673,40.0,4.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
962,bnshdbk9,s4,195.0,165.0,0.25,0.9166666666666666,1.0,-0.31666666666666665,66.0,5.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
966,boofzp0u,s1,182.5,145.0,0.3333333333333333,0.8333333333333334,6.0,-0.31666666666666665,63.0,11.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,3.0
969,bp8ub64w,s1,230.0,175.0,0.0,1.0,7.0,-0.13333333333333341,55.0,10.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,2.0
971,bs1vkwjz,s2,180.0,225.0,0.5,0.75,8.0,0.13333333333333341,42.0,8.0,Female,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,3.0,,
975,bud5u87q,s1,162.5,172.5,0.5,0.8125,5.0,-0.33333333333333337,72.0,10.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,3.0
979,bvq5sp9r,s2,197.5,197.5,0.25,0.75,6.0,-0.31666666666666665,38.0,11.0,Female,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
983,bzrzf9px,s1,195.0,205.0,0.625,0.5625,8.0,-0.11666666666666657,44.0,11.0,Female,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1.0,3.0
987,c2f5gapq,s1,187.5,147.5,0.5,0.875,6.0,-0.15000000000000002,57.0,9.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,2.0,1.0
991,c2vm3xtb,s2,162.5,155.0,0.5,0.8333333333333334,6.0,0.016666666666666607,55.0,7.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,5.0,,
994,c3vhqy7n,s2,140.0,190.0,0.5,0.875,1.0,-0.6500000000000001,72.0,9.0,Female,0.0,0.0,0.0,Design 1,Design 2,Only trade on Design #1,4.0,,
998,c50t8vnx,s1,172.5,225.0,0.375,0.75,1.0,-0.4833333333333334,32.0,7.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0
1002,c60ez4qf,s4,190.0,170.0,0.6666666666666666,0.75,0.0,-0.08333333333333333,22.0,1.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1005,c82eufke,s1,172.5,157.5,0.625,0.6875,4.0,-0.4333333333333334,39.0,10.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,3.0
1009,c9ohsdtv,s1,165.0,200.0,0.0,0.625,6.0,-0.31666666666666665,29.0,11.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,1.0
1013,ccbwt6kt,s2,160.0,230.0,0.5,0.875,6.0,-0.06666666666666665,61.0,8.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
1017,cdccqtiz,s4,210.0,190.0,0.5,0.75,6.0,0.35,67.0,3.0,Female,0.0,1.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1019,cdvwu94r,s4,212.5,142.5,0.375,0.75,6.0,-0.2333333333333334,39.0,10.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1023,ce7xyxff,s1,175.0,140.0,0.5,0.75,9.0,0.65,35.0,3.0,Female,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,1.0
1027,cee73xs6,s1,130.0,110.0,0.75,0.625,4.0,-0.6,60.0,12.0,Female,0.0,1.0,0.0,Design 2,Design 2,Only trade on Design #1,,4.0,5.0
1029,chbm7523,s4,157.5,177.5,0.75,0.6875,7.0,0.36666666666666664,59.0,4.0,Male,0.0,1.0,1.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
1033,ciwv28ze,s1,202.5,222.5,0.375,0.6875,7.0,0.19999999999999996,26.0,6.0,Female,1.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,4.0
1037,cizfdkjl,s2,167.5,217.5,0.5,0.6875,7.0,-0.30000000000000004,55.0,12.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,,
1041,ckoz9wnj,s1,142.5,200.0,0.5,0.6875,4.0,-0.5166666666666666,18.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,2.0
1045,cojrxzwd,s1,200.0,187.5,0.5,0.8333333333333334,5.0,0.08333333333333331,55.0,5.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
1048,cp7hdj6v,s2,125.0,110.0,0.5,0.8333333333333334,8.0,0.6333333333333334,50.0,2.0,Male,1.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1051,cpg9s41r,s3,197.5,162.5,0.375,0.75,3.0,0.21666666666666667,49.0,1.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,4.0,4.0
1055,cpj5p8a7,s1,182.5,210.0,0.5,0.75,5.0,-0.41666666666666663,50.0,11.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,2.0
1059,cquy9vk8,s3,240.0,222.5,0.5,0.6666666666666666,7.0,-0.21666666666666667,64.0,11.0,Female,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,1.0,1.0
1062,cs8eb4ts,s1,185.0,232.5,0.375,0.625,6.0,-0.4000000000000001,66.0,12.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,1.0,1.0
1066,ct6pavqe,s1,177.5,255.0,0.6666666666666666,0.3333333333333333,6.0,-0.31666666666666665,24.0,11.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
1069,ctwhxcss,s4,152.5,220.0,0.5,0.6875,2.0,-0.1333333333333333,34.0,4.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",2.0,,
1073,cufja4ao,s2,200.0,187.5,0.5,0.8333333333333334,8.0,0.21666666666666667,81.0,7.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
1076,cwfk8fvm,s2,182.5,150.0,0.5,0.75,2.0,-0.3,39.0,6.0,Other,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1079,cxg1kriq,s2,207.5,200.0,0.5,0.75,7.0,-0.13333333333333341,58.0,10.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
1083,cze23942,s1,195.0,172.5,0.16666666666666666,0.75,6.0,0.26666666666666666,49.0,4.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,1.0,1.0
1086,d22cy537,s2,,180.0,0.0,1.0,5.0,-0.5,51.0,12.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
1087,d3dik3hj,s3,155.0,182.5,0.5,0.75,5.0,-0.3333333333333333,30.0,10.0,Male,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,3.0,1.0,1.0
1091,d3fdibi4,s2,135.0,150.0,0.5,1.0,3.0,-0.45,61.0,9.0,Female,0.0,0.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1093,d618p5x8,s3,197.5,160.0,0.5,0.8333333333333334,6.0,-0.31666666666666665,85.0,11.0,Male,1.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",1.0,2.0,1.0
1096,d6s5h1mo,s2,205.0,187.5,0.375,0.6875,8.0,-0.033333333333333326,48.0,10.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1100,d6trmqyz,s1,172.5,222.5,0.0,0.75,6.0,-0.06666666666666665,51.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
1104,d6x0sl31,s3,195.0,180.0,0.5,0.8333333333333334,3.0,-0.2833333333333334,66.0,7.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,3.0,3.0
1107,d9izgfxy,s2,160.0,165.0,0.625,0.8125,6.0,-0.31666666666666665,55.0,11.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",1.0,,
1111,daz6v3i8,s3,182.5,142.5,0.0,0.75,4.0,-0.2666666666666666,41.0,8.0,Male,1.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,3.0,2.0,2.0
1115,dflh463h,s1,200.0,55.0,0.5,0.75,5.0,0.08333333333333331,61.0,5.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,5.0
1117,dh1jvezl,s2,210.0,167.5,0.0,0.6875,6.0,-0.2333333333333334,55.0,10.0,Male,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,2.0,,
1121,dhgqwtr4,s1,190.0,135.0,0.5,0.875,4.0,-0.016666666666666663,35.0,5.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,5.0
1125,dllfhe8q,s4,,195.0,0.5,0.75,3.0,-0.5333333333333334,78.0,10.0,Female,0.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,4.0,,
1126,dmirenkk,s2,185.0,225.0,0.0,0.5833333333333334,4.0,-0.5166666666666666,67.0,11.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1129,dn37bew2,s2,167.5,80.0,0.5,0.875,1.0,-0.2333333333333333,33.0,4.0,Female,0.0,0.0,0.0,Design 2,Design 2,Only trade on Design #1,3.0,,
1133,do3bs0bi,s2,195.0,187.5,0.5,0.75,9.0,0.2333333333333334,41.0,8.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,,
1137,docc0g7o,s1,147.5,205.0,0.5,0.6666666666666666,2.0,-0.2166666666666667,19.0,5.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,4.0,2.0
1140,dofohha3,s2,165.0,130.0,0.25,0.6875,2.0,-0.1333333333333333,28.0,4.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
1144,doztziad,s3,135.0,142.5,0.375,0.5625,2.0,-0.4666666666666666,33.0,8.0,Male,1.0,0.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,1.0,2.0
1148,dppud5cg,s1,250.0,170.0,0.3333333333333333,0.6666666666666666,5.0,-0.16666666666666663,43.0,8.0,Female,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,2.0,1.0
1151,ds65nm1v,s3,175.0,147.5,0.375,0.875,7.0,0.11666666666666657,42.0,7.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,5.0,4.0
1155,dspns9qg,s3,142.5,192.5,0.375,0.75,3.0,-0.1166666666666667,30.0,5.0,Male,0.0,0.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,3.0,2.0
1159,dt8dyxki,s4,190.0,162.5,0.5,0.75,7.0,0.28333333333333327,40.0,5.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
1163,dvi9htah,s1,177.5,170.0,0.5,0.6875,3.0,-0.033333333333333326,20.0,4.0,Male,0.0,0.0,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,2.0
1167,dwy882wf,s4,212.5,162.5,0.5,0.75,3.0,-0.7,66.0,12.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1171,dyovp5lk,s3,202.5,190.0,0.25,0.5833333333333334,2.0,-0.3,36.0,6.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,1.0,3.0
1174,dzm1kqpn,s3,235.0,175.0,0.25,0.75,8.0,-0.11666666666666659,51.0,11.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,1.0,1.0
1178,dzv5jq6g,s3,187.5,190.0,0.5,0.875,6.0,-0.15000000000000002,35.0,9.0,Male,1.0,1.0,0.0,Design 1,Design 1,Only trade on Design #1,2.0,1.0,1.0
1182,e09ycxa0,s4,160.0,182.5,0.5,0.75,3.0,-0.45,76.0,9.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1186,e2mqcp02,s2,202.5,207.5,0.375,0.75,5.0,0.33333333333333337,58.0,2.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1190,e4k6w2yp,s1,187.5,215.0,0.5,0.625,0.0,-0.4166666666666667,46.0,5.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,,4.0,1.0
1194,e4uo2jim,s2,170.0,222.5,0.5,0.75,4.0,-0.5166666666666666,38.0,11.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
1198,e4v79tsy,s2,165.0,200.0,0.0,0.9375,4.0,-0.5166666666666666,67.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
1202,e7e5yl3z,s3,167.5,155.0,0.5,0.8333333333333334,6.0,-0.06666666666666665,71.0,8.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",5.0,3.0,4.0
1205,e80b5692,s2,207.5,210.0,0.5,0.75,6.0,0.26666666666666666,29.0,4.0,Female,1.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,2.0,,
1208,e8zmi4dp,s2,137.5,202.5,0.0,0.75,3.0,-0.45,51.0,9.0,Female,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1212,e9ibk6uc,s3,212.5,135.0,0.0,0.8333333333333334,1.0,-0.8166666666666667,28.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,1.0,2.0,1.0
1215,eahst9t2,s1,192.5,185.0,0.375,0.6875,3.0,-0.2833333333333334,35.0,7.0,Other,0.0,0.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",,3.0,3.0
1219,eal69ltf,s2,180.0,165.0,0.125,0.875,4.0,-0.35,26.0,9.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1223,eanpqujl,s4,145.0,182.5,0.0,0.8333333333333334,6.0,-0.2333333333333334,45.0,10.0,Other,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",2.0,,
1226,ed7c8q10,s1,195.0,160.0,0.375,0.75,5.0,-0.16666666666666663,40.0,8.0,Female,0.0,0.0,1.0,Design 1,Design 1,Only trade on Design #1,,2.0,1.0
1230,eds9k8c3,s3,165.0,185.0,0.0,1.0,3.0,-0.45,32.0,9.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,3.0,3.0
1233,eed92a9d,s2,195.0,237.5,0.5,0.6875,6.0,-0.4,68.0,12.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1237,eer5o6wj,s4,187.5,172.5,0.0,1.0,7.0,0.6166666666666666,25.0,1.0,Female,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
1241,efmlqijg,s4,182.5,222.5,0.125,0.6666666666666666,3.0,-0.6166666666666667,32.0,11.0,Female,0.0,0.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
1245,eg620y7t,s3,137.5,260.0,0.16666666666666666,0.5833333333333334,3.0,-0.6166666666666667,61.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 2,Only trade on Design #1,2.0,3.0,1.0
1248,egrs8sbq,s3,192.5,125.0,0.5,0.75,4.0,-0.35,61.0,9.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,4.0,4.0
1251,eiexz5f0,s3,197.5,170.0,0.5,1.0,6.0,-0.31666666666666665,49.0,11.0,Female,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,2.0,2.0
1254,ej641791,s1,232.5,182.5,0.5,0.875,0.0,-0.6666666666666666,63.0,8.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,4.0,4.0
1258,eofc6f3p,s3,225.0,205.0,0.16666666666666666,0.75,4.0,-0.2666666666666666,44.0,8.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",1.0,3.0,1.0
1261,epsv91w4,s1,217.5,215.0,0.0,0.5,3.0,-0.36666666666666664,40.0,8.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,2.0
1264,erbskdj6,s1,210.0,200.0,0.0,0.75,7.0,-0.21666666666666667,48.0,11.0,Male,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,3.0
1268,esuspciu,s4,195.0,205.0,0.625,0.6875,7.0,0.11666666666666659,51.0,7.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,5.0,,
1272,euwqhdw3,s4,190.0,192.5,0.5,0.6875,8.0,-0.19999999999999996,23.0,12.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1276,ewy1ous0,s3,165.0,80.0,0.5,0.8333333333333334,1.0,-0.15,26.0,3.0,Female,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,2.0,3.0
1279,eymgpqmp,s3,190.0,187.5,0.5,0.75,2.0,-0.38333333333333336,24.0,7.0,Female,1.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,5.0,2.0,3.0
1283,f0xcc9d9,s1,162.5,175.0,0.0,0.75,8.0,0.13333333333333341,61.0,8.0,Male,0.0,1.0,1.0,Design 1,Design 2,Only trade on Design #1,,2.0,2.0
1286,f1heou9e,s4,172.5,205.0,0.0,0.75,7.0,-0.30000000000000004,38.0,12.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
1289,f3av9gsf,s2,200.0,180.0,0.375,0.75,1.0,-0.4833333333333334,55.0,7.0,Female,0.0,0.0,0.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1293,f4c2m2u4,s2,182.5,125.0,0.5,0.8333333333333334,2.0,-0.38333333333333336,20.0,7.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
1296,f4d3twco,s2,187.5,165.0,0.5,0.8333333333333334,1.0,-0.8166666666666667,25.0,11.0,Female,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,1.0,,
1299,f6i43w4y,s2,235.0,160.0,0.0,0.875,3.0,-0.6166666666666667,61.0,11.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1303,fa3azu62,s4,190.0,155.0,0.5,0.75,8.0,0.13333333333333341,74.0,8.0,Female,0.0,0.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
1306,fam5nlit,s2,195.0,182.5,0.3333333333333333,0.6666666666666666,4.0,-0.09999999999999998,30.0,6.0,Male,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1309,fap2jp7c,s4,175.0,185.0,0.5,0.75,8.0,-0.11666666666666659,29.0,11.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1311,fcm7rx0y,s2,105.0,167.5,0.5,0.75,8.0,-0.033333333333333326,60.0,10.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,,
1314,fd0pjpl6,s3,212.5,195.0,0.625,0.5,6.0,0.016666666666666607,27.0,7.0,Female,1.0,0.0,1.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",5.0,4.0,5.0
1318,fhyd3f39,s3,195.0,180.0,0.5,0.5833333333333334,6.0,-0.31666666666666665,59.0,11.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",5.0,5.0,4.0
1321,fid1g02d,s1,132.5,250.0,0.5,0.8333333333333334,6.0,0.3499999999999999,25.0,3.0,Female,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,3.0,3.0
1324,fiyoqwff,s1,147.5,140.0,0.5,0.6875,3.0,-0.36666666666666664,62.0,8.0,Male,0.0,0.0,0.0,Design 2,Design 2,Only trade on Design #1,,4.0,3.0
1328,fjg5fe4c,s3,200.0,172.5,0.5,0.6666666666666666,4.0,-0.43333333333333335,28.0,10.0,Female,0.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,5.0,1.0,1.0
1331,flro3lbg,s4,207.5,170.0,0.5,0.6666666666666666,7.0,-0.21666666666666667,37.0,11.0,Male,0.0,1.0,0.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",4.0,,
1334,flwbtntv,s3,225.0,155.0,0.375,0.875,4.0,-0.18333333333333335,35.0,7.0,Male,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,1.0,1.0
1338,fokn0rz8,s2,167.5,160.0,0.5,0.8333333333333334,7.0,0.19999999999999996,34.0,6.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
1341,fqtjjqyn,s4,190.0,190.0,0.5,0.75,6.0,-0.15000000000000002,58.0,9.0,Male,0.0,1.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1345,fvksatr8,s2,197.5,210.0,0.375,0.875,6.0,-0.2333333333333334,59.0,10.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1349,fw4ehp4w,s1,155.0,160.0,0.0,0.6666666666666666,5.0,-0.5,43.0,12.0,Male,0.0,1.0,1.0,Design 1,Design 1,"Have an option between Design #1 and Design #2,",,3.0,2.0
1352,fxb02re5,s2,187.5,212.5,0.5,0.5625,3.0,-0.36666666666666664,33.0,8.0,Female,0.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1356,fxgt4qh8,s2,195.0,192.5,0.375,0.75,7.0,-0.050000000000000044,29.0,9.0,Female,0.0,0.0,0.0,Design 1,Design 1,Only trade on Design #1,3.0,,
1360,g1ithxu1,s2,192.5,225.0,0.0,0.6666666666666666,8.0,0.13333333333333341,33.0,8.0,Female,0.0,0.0,0.0,Design 2,Design 1,"Have an option between Design #1 and Design #2,",3.0,,
1363,g2exawug,s4,240.0,190.0,0.16666666666666666,0.6666666666666666,8.0,-0.19999999999999996,60.0,12.0,Male,0.0,1.0,1.0,Design 2,Design 2,Only trade on Design #1,5.0,,
1366,g3n81br1,s1,225.0,212.5,0.5,0.8125,6.0,-0.4,23.0,12.0,Male,1.0,1.0,1.0,Design 1,Design 1,Only trade on Design #1,,4.0,3.0
1370,g49718ku,s2,,202.5,0.5,0.75,5.0,-0.41666666666666663,22.0,11.0,Other,0.0,0.0,0.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",4.0,,
1372,g53bwzto,s2,162.5,127.5,0.5,0.5,5.0,-0.08333333333333337,65.0,7.0,Male,0.0,1.0,1.0,Design 1,Design 2,"Have an option between Design #1 and Design #2,",3.0,,
1376,g70j8x4c,s1,150.0,167.5,0.0,0.75,6.0,-0.31666666666666665,40.0,11.0,Male,1.0,1.0,1.0,Design 2,Design 2,"Have an option between Design #1 and Design #2,",,5.0,2.0
